gebeurtenisdatum,gebeurtenisjaar,stationid,duur_uur,neerslaghoeveelheid_mmuur,terugkeertijd_jaar,stationnaam
1980-07-30 14:00:00,1980,235,8,47.7,5,De_Kooy
1980-08-03 10:00:00,1980,235,8,66.3,5,De_Kooy
1980-08-08 12:00:00,1980,235,8,50.4,5,De_Kooy
1982-06-23 01:00:00,1982,235,8,51.0,5,De_Kooy
1987-07-18 00:00:00,1987,235,8,45.5,5,De_Kooy
2001-08-10 05:00:00,2001,235,8,42.8,5,De_Kooy
2006-06-26 08:00:00,2006,235,8,60.1,5,De_Kooy
2008-10-05 16:00:00,2008,235,8,70.8,5,De_Kooy
1960-07-09 02:00:00,1960,235,12,51.8,5,De_Kooy
1960-12-04 02:00:00,1960,235,12,64.7,5,De_Kooy
1968-08-04 06:00:00,1968,235,12,57.7,5,De_Kooy
1973-07-16 01:00:00,1973,235,12,46.7,5,De_Kooy
1980-07-30 15:00:00,1980,235,12,47.7,5,De_Kooy
1980-08-03 12:00:00,1980,235,12,66.3,5,De_Kooy
1980-08-08 16:00:00,1980,235,12,50.4,5,De_Kooy
1982-06-23 01:00:00,1982,235,12,53.7,5,De_Kooy
1987-07-18 02:00:00,1987,235,12,46.0,5,De_Kooy
2006-06-26 12:00:00,2006,235,12,61.1,5,De_Kooy
2008-10-05 16:00:00,2008,235,12,79.1,5,De_Kooy
1960-07-09 04:00:00,1960,235,24,58.2,5,De_Kooy
1960-12-04 06:00:00,1960,235,24,87.3,5,De_Kooy
1968-08-04 06:00:00,1968,235,24,70.1,5,De_Kooy
1980-08-03 21:00:00,1980,235,24,66.3,5,De_Kooy
1994-09-15 16:00:00,1994,235,24,54.3,5,De_Kooy
2006-06-26 13:00:00,2006,235,24,66.5,5,De_Kooy
2008-10-05 18:00:00,2008,235,24,91.3,5,De_Kooy
2011-07-14 21:00:00,2011,235,24,56.0,5,De_Kooy
2020-08-17 18:00:00,2020,235,24,55.6,5,De_Kooy
1960-12-04 13:00:00,1960,235,48,92.6,5,De_Kooy
1968-08-05 06:00:00,1968,235,48,71.5,5,De_Kooy
1980-08-03 13:00:00,1980,235,48,67.4,5,De_Kooy
1994-09-16 13:00:00,1994,235,48,73.3,5,De_Kooy
2006-06-27 09:00:00,2006,235,48,72.0,5,De_Kooy
2008-10-05 17:00:00,2008,235,48,96.6,5,De_Kooy
2011-07-15 04:00:00,2011,235,48,69.1,5,De_Kooy
2021-06-20 04:00:00,2021,235,48,80.4,5,De_Kooy
1960-12-04 18:00:00,1960,235,72,94.8,5,De_Kooy
1968-08-04 04:00:00,1968,235,72,74.2,5,De_Kooy
1987-07-18 01:00:00,1987,235,72,74.5,5,De_Kooy
1994-09-17 12:00:00,1994,235,72,96.2,5,De_Kooy
2008-10-05 16:00:00,2008,235,72,101.7,5,De_Kooy
2011-07-15 13:00:00,2011,235,72,74.8,5,De_Kooy
2021-06-20 04:00:00,2021,235,72,85.5,5,De_Kooy
1960-12-04 15:00:00,1960,235,96,94.8,5,De_Kooy
1980-08-03 07:00:00,1980,235,96,112.5,5,De_Kooy
1994-09-18 12:00:00,1994,235,96,108.9,5,De_Kooy
2008-10-05 20:00:00,2008,235,96,120.9,5,De_Kooy
2011-07-18 04:00:00,2011,235,96,83.9,5,De_Kooy
2020-08-17 20:00:00,2020,235,96,95.1,5,De_Kooy
2021-06-21 19:00:00,2021,235,96,88.0,5,De_Kooy
1960-12-04 11:00:00,1960,235,192,108.1,5,De_Kooy
1967-11-07 05:00:00,1967,235,192,110.0,5,De_Kooy
1980-08-08 23:00:00,1980,235,192,118.1,5,De_Kooy
1983-09-18 19:00:00,1983,235,192,132.4,5,De_Kooy
1987-07-23 04:00:00,1987,235,192,108.7,5,De_Kooy
1992-10-25 14:00:00,1992,235,192,105.6,5,De_Kooy
1994-09-17 20:00:00,1994,235,192,122.3,5,De_Kooy
1999-10-03 12:00:00,1999,235,192,113.1,5,De_Kooy
2008-10-06 12:00:00,2008,235,192,155.2,5,De_Kooy
2011-07-20 09:00:00,2011,235,192,125.1,5,De_Kooy
2013-09-16 00:00:00,2013,235,192,110.0,5,De_Kooy
2017-09-18 17:00:00,2017,235,192,112.0,5,De_Kooy
1980-07-30 08:00:00,1980,235,1,43.5,10,De_Kooy
1980-08-03 07:00:00,1980,235,1,37.1,10,De_Kooy
1980-08-08 06:00:00,1980,235,1,42.3,10,De_Kooy
1973-07-15 20:00:00,1973,235,2,38.8,10,De_Kooy
1980-07-30 09:00:00,1980,235,2,46.2,10,De_Kooy
1980-08-03 07:00:00,1980,235,2,58.7,10,De_Kooy
1980-08-08 06:00:00,1980,235,2,48.2,10,De_Kooy
1980-07-30 10:00:00,1980,235,4,47.7,10,De_Kooy
1980-08-03 07:00:00,1980,235,4,64.7,10,De_Kooy
1980-08-08 07:00:00,1980,235,4,50.4,10,De_Kooy
1982-06-22 23:00:00,1982,235,4,47.1,10,De_Kooy
2008-10-05 14:00:00,2008,235,4,49.1,10,De_Kooy
1960-12-03 21:00:00,1960,235,8,60.3,10,De_Kooy
1968-08-04 04:00:00,1968,235,8,57.0,10,De_Kooy
1980-08-03 09:00:00,1980,235,8,66.3,10,De_Kooy
1980-08-08 12:00:00,1980,235,8,50.4,10,De_Kooy
1982-06-23 00:00:00,1982,235,8,51.0,10,De_Kooy
2006-06-26 08:00:00,2006,235,8,60.1,10,De_Kooy
2008-10-05 16:00:00,2008,235,8,70.8,10,De_Kooy
1960-12-04 02:00:00,1960,235,12,64.7,10,De_Kooy
1968-08-04 07:00:00,1968,235,12,57.7,10,De_Kooy
1980-08-03 10:00:00,1980,235,12,66.3,10,De_Kooy
1982-06-23 01:00:00,1982,235,12,53.7,10,De_Kooy
2006-06-26 11:00:00,2006,235,12,61.1,10,De_Kooy
2008-10-05 16:00:00,2008,235,12,79.1,10,De_Kooy
1960-12-04 06:00:00,1960,235,24,87.3,10,De_Kooy
1968-08-04 05:00:00,1968,235,24,70.1,10,De_Kooy
1980-08-03 09:00:00,1980,235,24,66.3,10,De_Kooy
2006-06-26 13:00:00,2006,235,24,66.5,10,De_Kooy
2008-10-05 18:00:00,2008,235,24,91.3,10,De_Kooy
1960-12-05 03:00:00,1960,235,48,92.6,10,De_Kooy
2008-10-05 17:00:00,2008,235,48,96.6,10,De_Kooy
2021-06-20 04:00:00,2021,235,48,80.4,10,De_Kooy
1960-12-04 19:00:00,1960,235,72,94.8,10,De_Kooy
1994-09-17 12:00:00,1994,235,72,96.2,10,De_Kooy
2008-10-05 16:00:00,2008,235,72,101.7,10,De_Kooy
2021-06-20 08:00:00,2021,235,72,85.5,10,De_Kooy
1960-12-05 08:00:00,1960,235,96,94.8,10,De_Kooy
1980-08-03 07:00:00,1980,235,96,112.5,10,De_Kooy
1994-09-18 12:00:00,1994,235,96,108.9,10,De_Kooy
2008-10-05 18:00:00,2008,235,96,120.9,10,De_Kooy
2020-08-18 01:00:00,2020,235,96,95.1,10,De_Kooy
1980-08-08 07:00:00,1980,235,192,118.1,10,De_Kooy
1983-09-18 19:00:00,1983,235,192,132.4,10,De_Kooy
1994-09-17 20:00:00,1994,235,192,122.3,10,De_Kooy
2008-10-05 22:00:00,2008,235,192,155.2,10,De_Kooy
2011-07-19 23:00:00,2011,235,192,125.1,10,De_Kooy
1980-07-30 08:00:00,1980,235,1,43.5,20,De_Kooy
1980-08-08 06:00:00,1980,235,1,42.3,20,De_Kooy
1980-07-30 09:00:00,1980,235,2,46.2,20,De_Kooy
1980-08-03 07:00:00,1980,235,2,58.7,20,De_Kooy
1980-08-08 06:00:00,1980,235,2,48.2,20,De_Kooy
1980-08-03 07:00:00,1980,235,4,64.7,20,De_Kooy
1960-12-03 21:00:00,1960,235,8,60.3,20,De_Kooy
1980-08-03 09:00:00,1980,235,8,66.3,20,De_Kooy
2006-06-26 08:00:00,2006,235,8,60.1,20,De_Kooy
2008-10-05 16:00:00,2008,235,8,70.8,20,De_Kooy
1960-12-04 02:00:00,1960,235,12,64.7,20,De_Kooy
1980-08-03 12:00:00,1980,235,12,66.3,20,De_Kooy
2008-10-05 16:00:00,2008,235,12,79.1,20,De_Kooy
1960-12-04 06:00:00,1960,235,24,87.3,20,De_Kooy
2008-10-05 18:00:00,2008,235,24,91.3,20,De_Kooy
1960-12-04 20:00:00,1960,235,48,92.6,20,De_Kooy
2008-10-05 17:00:00,2008,235,48,96.6,20,De_Kooy
1960-12-04 12:00:00,1960,235,72,94.8,20,De_Kooy
1994-09-17 12:00:00,1994,235,72,96.2,20,De_Kooy
2008-10-05 16:00:00,2008,235,72,101.7,20,De_Kooy
1980-08-03 07:00:00,1980,235,96,112.5,20,De_Kooy
1994-09-18 12:00:00,1994,235,96,108.9,20,De_Kooy
2008-10-05 20:00:00,2008,235,96,120.9,20,De_Kooy
1983-09-18 19:00:00,1983,235,192,132.4,20,De_Kooy
2008-10-06 10:00:00,2008,235,192,155.2,20,De_Kooy
1980-08-03 07:00:00,1980,235,2,58.7,50,De_Kooy
2008-10-05 16:00:00,2008,235,12,79.1,50,De_Kooy
1960-12-04 06:00:00,1960,235,24,87.3,50,De_Kooy
2008-10-05 18:00:00,2008,235,24,91.3,50,De_Kooy
2008-10-05 18:00:00,2008,235,96,120.9,50,De_Kooy
2008-10-06 09:00:00,2008,235,192,155.2,50,De_Kooy
2008-10-06 17:00:00,2008,235,192,155.2,100,De_Kooy
1982-06-22 21:00:00,1982,240,1,25.3,2,Schiphol
2002-07-30 19:00:00,2002,240,1,20.5,2,Schiphol
2004-08-23 16:00:00,2004,240,1,24.9,2,Schiphol
2005-07-04 04:00:00,2005,240,1,21.8,2,Schiphol
2007-07-16 18:00:00,2007,240,1,28.1,2,Schiphol
2008-08-07 14:00:00,2008,240,1,27.5,2,Schiphol
2010-08-23 07:00:00,2010,240,1,20.4,2,Schiphol
2010-08-26 06:00:00,2010,240,1,24.8,2,Schiphol
2016-08-21 08:00:00,2016,240,1,21.5,2,Schiphol
2021-08-04 17:00:00,2021,240,1,26.5,2,Schiphol
1982-06-22 21:00:00,1982,240,2,37.7,2,Schiphol
2004-08-23 17:00:00,2004,240,2,24.9,2,Schiphol
2005-07-04 05:00:00,2005,240,2,35.7,2,Schiphol
2007-07-16 19:00:00,2007,240,2,32.3,2,Schiphol
2008-08-07 15:00:00,2008,240,2,29.1,2,Schiphol
2010-08-23 07:00:00,2010,240,2,27.6,2,Schiphol
2010-08-26 06:00:00,2010,240,2,29.9,2,Schiphol
2016-08-21 09:00:00,2016,240,2,26.4,2,Schiphol
2021-08-04 17:00:00,2021,240,2,30.5,2,Schiphol
2022-08-17 08:00:00,2022,240,2,25.3,2,Schiphol
1982-06-22 21:00:00,1982,240,4,39.7,2,Schiphol
1990-08-20 03:00:00,1990,240,4,28.5,2,Schiphol
2005-07-04 06:00:00,2005,240,4,39.4,2,Schiphol
2007-07-16 21:00:00,2007,240,4,32.8,2,Schiphol
2008-08-07 15:00:00,2008,240,4,30.8,2,Schiphol
2009-05-26 04:00:00,2009,240,4,31.8,2,Schiphol
2010-08-23 09:00:00,2010,240,4,35.1,2,Schiphol
2010-08-26 08:00:00,2010,240,4,46.3,2,Schiphol
2012-07-12 07:00:00,2012,240,4,31.9,2,Schiphol
2013-09-10 19:00:00,2013,240,4,28.6,2,Schiphol
2014-07-28 11:00:00,2014,240,4,39.8,2,Schiphol
2016-08-21 10:00:00,2016,240,4,38.0,2,Schiphol
2017-09-08 08:00:00,2017,240,4,28.9,2,Schiphol
2019-06-06 01:00:00,2019,240,4,28.6,2,Schiphol
2021-06-20 03:00:00,2021,240,4,31.1,2,Schiphol
2021-08-04 18:00:00,2021,240,4,31.0,2,Schiphol
2022-08-17 08:00:00,2022,240,4,30.8,2,Schiphol
1982-06-22 21:00:00,1982,240,8,56.2,2,Schiphol
2005-07-04 11:00:00,2005,240,8,53.2,2,Schiphol
2007-06-14 21:00:00,2007,240,8,36.9,2,Schiphol
2007-07-17 01:00:00,2007,240,8,41.5,2,Schiphol
2008-08-07 15:00:00,2008,240,8,43.1,2,Schiphol
2009-05-26 04:00:00,2009,240,8,48.0,2,Schiphol
2010-08-23 11:00:00,2010,240,8,37.0,2,Schiphol
2010-08-26 12:00:00,2010,240,8,51.0,2,Schiphol
2011-07-14 22:00:00,2011,240,8,35.0,2,Schiphol
2013-09-10 22:00:00,2013,240,8,35.5,2,Schiphol
2014-07-28 13:00:00,2014,240,8,57.1,2,Schiphol
2016-08-21 12:00:00,2016,240,8,44.0,2,Schiphol
2017-09-08 12:00:00,2017,240,8,37.6,2,Schiphol
2018-09-05 14:00:00,2018,240,8,43.6,2,Schiphol
2022-08-17 10:00:00,2022,240,8,41.0,2,Schiphol
1982-06-22 22:00:00,1982,240,12,56.7,2,Schiphol
1983-11-27 12:00:00,1983,240,12,41.8,2,Schiphol
2004-08-25 12:00:00,2004,240,12,39.1,2,Schiphol
2005-07-04 14:00:00,2005,240,12,56.1,2,Schiphol
2007-06-15 00:00:00,2007,240,12,37.1,2,Schiphol
2007-07-17 04:00:00,2007,240,12,46.2,2,Schiphol
2008-08-07 19:00:00,2008,240,12,43.1,2,Schiphol
2009-05-17 09:00:00,2009,240,12,37.5,2,Schiphol
2009-05-26 05:00:00,2009,240,12,49.8,2,Schiphol
2010-08-23 11:00:00,2010,240,12,37.3,2,Schiphol
2010-08-26 13:00:00,2010,240,12,54.9,2,Schiphol
2011-07-14 23:00:00,2011,240,12,44.7,2,Schiphol
2013-09-10 22:00:00,2013,240,12,38.8,2,Schiphol
2014-07-28 13:00:00,2014,240,12,60.5,2,Schiphol
2016-06-23 11:00:00,2016,240,12,37.1,2,Schiphol
2016-08-21 13:00:00,2016,240,12,44.7,2,Schiphol
2017-09-08 17:00:00,2017,240,12,45.6,2,Schiphol
2018-09-05 17:00:00,2018,240,12,48.2,2,Schiphol
2022-08-17 14:00:00,2022,240,12,42.1,2,Schiphol
1982-06-23 02:00:00,1982,240,24,59.0,2,Schiphol
1983-11-27 17:00:00,1983,240,24,49.4,2,Schiphol
2004-08-25 12:00:00,2004,240,24,58.0,2,Schiphol
2005-07-05 03:00:00,2005,240,24,57.2,2,Schiphol
2007-07-17 05:00:00,2007,240,24,52.9,2,Schiphol
2009-05-26 20:00:00,2009,240,24,53.6,2,Schiphol
2010-08-26 18:00:00,2010,240,24,61.7,2,Schiphol
2011-07-15 01:00:00,2011,240,24,53.9,2,Schiphol
2014-07-28 18:00:00,2014,240,24,75.2,2,Schiphol
2016-08-22 05:00:00,2016,240,24,48.3,2,Schiphol
2017-09-08 23:00:00,2017,240,24,67.7,2,Schiphol
2018-09-06 03:00:00,2018,240,24,52.2,2,Schiphol
1982-06-24 09:00:00,1982,240,48,67.2,2,Schiphol
1983-11-27 16:00:00,1983,240,48,65.2,2,Schiphol
1986-10-22 04:00:00,1986,240,48,62.8,2,Schiphol
2004-08-25 13:00:00,2004,240,48,83.2,2,Schiphol
2005-07-06 03:00:00,2005,240,48,62.5,2,Schiphol
2006-08-12 16:00:00,2006,240,48,62.2,2,Schiphol
2010-08-27 18:00:00,2010,240,48,74.5,2,Schiphol
2011-07-15 01:00:00,2011,240,48,66.8,2,Schiphol
2013-09-10 19:00:00,2013,240,48,66.4,2,Schiphol
2014-07-28 12:00:00,2014,240,48,76.3,2,Schiphol
2016-08-21 18:00:00,2016,240,48,71.7,2,Schiphol
2017-09-09 19:00:00,2017,240,48,77.2,2,Schiphol
2018-09-07 05:00:00,2018,240,48,69.7,2,Schiphol
1982-06-24 19:00:00,1982,240,72,69.5,2,Schiphol
1983-09-18 07:00:00,1983,240,72,69.0,2,Schiphol
1983-11-28 14:00:00,1983,240,72,67.9,2,Schiphol
1986-10-22 01:00:00,1986,240,72,80.3,2,Schiphol
2004-08-26 08:00:00,2004,240,72,89.0,2,Schiphol
2006-08-14 08:00:00,2006,240,72,68.8,2,Schiphol
2010-08-28 12:00:00,2010,240,72,75.9,2,Schiphol
2011-07-15 05:00:00,2011,240,72,79.6,2,Schiphol
2013-09-10 22:00:00,2013,240,72,79.7,2,Schiphol
2013-10-13 22:00:00,2013,240,72,67.7,2,Schiphol
2014-07-28 13:00:00,2014,240,72,78.5,2,Schiphol
2016-08-22 07:00:00,2016,240,72,77.9,2,Schiphol
2017-09-09 12:00:00,2017,240,72,79.7,2,Schiphol
2018-09-08 03:00:00,2018,240,72,71.0,2,Schiphol
1983-09-18 10:00:00,1983,240,96,76.8,2,Schiphol
1986-10-22 17:00:00,1986,240,96,91.0,2,Schiphol
2004-08-27 15:00:00,2004,240,96,99.2,2,Schiphol
2006-08-14 18:00:00,2006,240,96,98.9,2,Schiphol
2010-08-27 05:00:00,2010,240,96,105.2,2,Schiphol
2011-07-16 17:00:00,2011,240,96,87.7,2,Schiphol
2012-07-14 15:00:00,2012,240,96,75.5,2,Schiphol
2013-09-12 03:00:00,2013,240,96,84.9,2,Schiphol
2014-07-29 11:00:00,2014,240,96,78.5,2,Schiphol
2016-08-22 15:00:00,2016,240,96,77.9,2,Schiphol
2017-09-11 23:00:00,2017,240,96,92.1,2,Schiphol
1982-10-15 05:00:00,1982,240,192,99.0,2,Schiphol
1983-09-18 21:00:00,1983,240,192,123.7,2,Schiphol
1986-10-26 14:00:00,1986,240,192,104.8,2,Schiphol
2004-08-31 08:00:00,2004,240,192,123.9,2,Schiphol
2006-08-15 12:00:00,2006,240,192,104.7,2,Schiphol
2010-08-30 14:00:00,2010,240,192,139.7,2,Schiphol
2011-07-19 00:00:00,2011,240,192,120.1,2,Schiphol
2012-07-18 21:00:00,2012,240,192,110.4,2,Schiphol
2013-09-16 02:00:00,2013,240,192,103.2,2,Schiphol
2017-09-15 22:00:00,2017,240,192,125.4,2,Schiphol
2019-10-04 08:00:00,2019,240,192,98.7,2,Schiphol
2007-07-16 18:00:00,2007,240,1,28.1,5,Schiphol
2008-08-07 14:00:00,2008,240,1,27.5,5,Schiphol
2021-08-04 17:00:00,2021,240,1,26.5,5,Schiphol
1982-06-22 21:00:00,1982,240,2,37.7,5,Schiphol
2005-07-04 05:00:00,2005,240,2,35.7,5,Schiphol
2007-07-16 19:00:00,2007,240,2,32.3,5,Schiphol
1982-06-22 21:00:00,1982,240,4,39.7,5,Schiphol
2005-07-04 06:00:00,2005,240,4,39.4,5,Schiphol
2010-08-26 08:00:00,2010,240,4,46.3,5,Schiphol
2014-07-28 11:00:00,2014,240,4,39.8,5,Schiphol
2016-08-21 10:00:00,2016,240,4,38.0,5,Schiphol
1982-06-22 21:00:00,1982,240,8,56.2,5,Schiphol
2005-07-04 11:00:00,2005,240,8,53.2,5,Schiphol
2008-08-07 15:00:00,2008,240,8,43.1,5,Schiphol
2009-05-26 04:00:00,2009,240,8,48.0,5,Schiphol
2010-08-26 12:00:00,2010,240,8,51.0,5,Schiphol
2014-07-28 13:00:00,2014,240,8,57.1,5,Schiphol
2016-08-21 12:00:00,2016,240,8,44.0,5,Schiphol
2018-09-05 14:00:00,2018,240,8,43.6,5,Schiphol
1982-06-22 22:00:00,1982,240,12,56.7,5,Schiphol
2005-07-04 14:00:00,2005,240,12,56.1,5,Schiphol
2007-07-17 03:00:00,2007,240,12,46.2,5,Schiphol
2009-05-26 08:00:00,2009,240,12,49.8,5,Schiphol
2010-08-26 13:00:00,2010,240,12,54.9,5,Schiphol
2014-07-28 13:00:00,2014,240,12,60.5,5,Schiphol
2017-09-08 17:00:00,2017,240,12,45.6,5,Schiphol
2018-09-05 16:00:00,2018,240,12,48.2,5,Schiphol
2010-08-26 14:00:00,2010,240,24,61.7,5,Schiphol
2014-07-28 19:00:00,2014,240,24,75.2,5,Schiphol
2017-09-08 23:00:00,2017,240,24,67.7,5,Schiphol
2004-08-25 14:00:00,2004,240,48,83.2,5,Schiphol
2010-08-27 08:00:00,2010,240,48,74.5,5,Schiphol
2014-07-28 12:00:00,2014,240,48,76.3,5,Schiphol
2016-08-21 17:00:00,2016,240,48,71.7,5,Schiphol
2017-09-09 15:00:00,2017,240,48,77.2,5,Schiphol
2004-08-26 08:00:00,2004,240,72,89.0,5,Schiphol
1986-10-22 17:00:00,1986,240,96,91.0,5,Schiphol
2004-08-27 15:00:00,2004,240,96,99.2,5,Schiphol
2006-08-14 18:00:00,2006,240,96,98.9,5,Schiphol
2010-08-27 05:00:00,2010,240,96,105.2,5,Schiphol
2017-09-11 23:00:00,2017,240,96,92.1,5,Schiphol
1983-09-18 21:00:00,1983,240,192,123.7,5,Schiphol
2004-08-31 08:00:00,2004,240,192,123.9,5,Schiphol
2010-08-30 17:00:00,2010,240,192,139.7,5,Schiphol
2011-07-19 05:00:00,2011,240,192,120.1,5,Schiphol
2017-09-15 22:00:00,2017,240,192,125.4,5,Schiphol
1982-06-22 21:00:00,1982,240,2,37.7,10,Schiphol
2010-08-26 08:00:00,2010,240,4,46.3,10,Schiphol
1982-06-22 21:00:00,1982,240,8,56.2,10,Schiphol
2005-07-04 11:00:00,2005,240,8,53.2,10,Schiphol
2010-08-26 12:00:00,2010,240,8,51.0,10,Schiphol
2014-07-28 13:00:00,2014,240,8,57.1,10,Schiphol
1982-06-22 22:00:00,1982,240,12,56.7,10,Schiphol
2005-07-04 14:00:00,2005,240,12,56.1,10,Schiphol
2010-08-26 13:00:00,2010,240,12,54.9,10,Schiphol
2014-07-28 13:00:00,2014,240,12,60.5,10,Schiphol
2014-07-28 13:00:00,2014,240,24,75.2,10,Schiphol
2004-08-25 13:00:00,2004,240,48,83.2,10,Schiphol
2010-08-27 05:00:00,2010,240,96,105.2,10,Schiphol
2010-08-30 17:00:00,2010,240,192,139.7,10,Schiphol
2010-08-30 14:00:00,2010,240,192,139.7,20,Schiphol
1952-07-03 20:00:00,1952,260,1,26.9,2,De_Bilt
1953-06-13 21:00:00,1953,260,1,44.1,2,De_Bilt
1961-06-06 22:00:00,1961,260,1,31.7,2,De_Bilt
1962-10-02 20:00:00,1962,260,1,20.7,2,De_Bilt
1966-07-19 19:00:00,1966,260,1,22.4,2,De_Bilt
1973-05-21 17:00:00,1973,260,1,21.9,2,De_Bilt
1974-06-17 17:00:00,1974,260,1,24.4,2,De_Bilt
1974-08-04 19:00:00,1974,260,1,21.1,2,De_Bilt
1979-05-30 22:00:00,1979,260,1,27.0,2,De_Bilt
1989-09-12 23:00:00,1989,260,1,20.4,2,De_Bilt
1992-07-03 23:00:00,1992,260,1,23.6,2,De_Bilt
1994-07-31 21:00:00,1994,260,1,31.0,2,De_Bilt
1995-05-25 19:00:00,1995,260,1,28.0,2,De_Bilt
1997-08-25 00:00:00,1997,260,1,31.0,2,De_Bilt
1998-06-06 17:00:00,1998,260,1,20.2,2,De_Bilt
2000-07-29 16:00:00,2000,260,1,21.7,2,De_Bilt
2002-08-07 11:00:00,2002,260,1,23.0,2,De_Bilt
2005-07-30 01:00:00,2005,260,1,29.6,2,De_Bilt
2008-07-26 16:00:00,2008,260,1,22.3,2,De_Bilt
2009-05-26 03:00:00,2009,260,1,23.4,2,De_Bilt
2011-06-28 19:00:00,2011,260,1,21.7,2,De_Bilt
2011-07-12 21:00:00,2011,260,1,27.5,2,De_Bilt
2014-04-24 16:00:00,2014,260,1,25.1,2,De_Bilt
2014-07-28 11:00:00,2014,260,1,28.2,2,De_Bilt
2016-06-23 02:00:00,2016,260,1,33.3,2,De_Bilt
2019-06-19 17:00:00,2019,260,1,24.7,2,De_Bilt
2020-08-16 19:00:00,2020,260,1,21.0,2,De_Bilt
2022-08-17 20:00:00,2022,260,1,32.6,2,De_Bilt
1952-07-03 21:00:00,1952,260,2,28.3,2,De_Bilt
1953-06-13 22:00:00,1953,260,2,45.9,2,De_Bilt
1953-08-16 00:00:00,1953,260,2,26.7,2,De_Bilt
1961-06-06 23:00:00,1961,260,2,48.0,2,De_Bilt
1966-07-19 20:00:00,1966,260,2,36.3,2,De_Bilt
1973-05-21 17:00:00,1973,260,2,29.7,2,De_Bilt
1974-06-17 17:00:00,1974,260,2,26.5,2,De_Bilt
1974-08-04 20:00:00,1974,260,2,27.5,2,De_Bilt
1979-05-30 23:00:00,1979,260,2,32.0,2,De_Bilt
1992-07-03 23:00:00,1992,260,2,25.2,2,De_Bilt
1994-07-31 22:00:00,1994,260,2,32.5,2,De_Bilt
1995-05-25 19:00:00,1995,260,2,31.8,2,De_Bilt
1997-08-25 01:00:00,1997,260,2,31.3,2,De_Bilt
1998-06-06 18:00:00,1998,260,2,32.7,2,De_Bilt
2002-08-07 12:00:00,2002,260,2,24.9,2,De_Bilt
2005-07-30 02:00:00,2005,260,2,33.7,2,De_Bilt
2010-07-10 22:00:00,2010,260,2,28.5,2,De_Bilt
2011-07-12 21:00:00,2011,260,2,44.0,2,De_Bilt
2014-04-24 17:00:00,2014,260,2,26.6,2,De_Bilt
2014-07-11 01:00:00,2014,260,2,28.2,2,De_Bilt
2014-07-28 12:00:00,2014,260,2,39.5,2,De_Bilt
2016-06-23 03:00:00,2016,260,2,36.2,2,De_Bilt
2019-06-19 18:00:00,2019,260,2,33.3,2,De_Bilt
2019-07-12 12:00:00,2019,260,2,25.3,2,De_Bilt
2020-08-16 19:00:00,2020,260,2,29.2,2,De_Bilt
2022-08-17 21:00:00,2022,260,2,32.7,2,De_Bilt
1952-07-03 23:00:00,1952,260,4,48.7,2,De_Bilt
1953-06-14 00:00:00,1953,260,4,46.5,2,De_Bilt
1960-10-12 03:00:00,1960,260,4,30.6,2,De_Bilt
1961-06-07 01:00:00,1961,260,4,50.8,2,De_Bilt
1965-09-03 09:00:00,1965,260,4,29.2,2,De_Bilt
1966-07-19 21:00:00,1966,260,4,47.5,2,De_Bilt
1973-05-21 19:00:00,1973,260,4,33.4,2,De_Bilt
1975-06-23 23:00:00,1975,260,4,29.5,2,De_Bilt
1979-05-31 01:00:00,1979,260,4,35.5,2,De_Bilt
1987-07-23 08:00:00,1987,260,4,32.8,2,De_Bilt
1994-08-01 00:00:00,1994,260,4,32.5,2,De_Bilt
1995-05-25 21:00:00,1995,260,4,34.3,2,De_Bilt
1997-08-25 01:00:00,1997,260,4,31.3,2,De_Bilt
1998-06-06 19:00:00,1998,260,4,37.9,2,De_Bilt
2005-07-04 14:00:00,2005,260,4,32.7,2,De_Bilt
2005-07-30 02:00:00,2005,260,4,37.0,2,De_Bilt
2008-09-12 15:00:00,2008,260,4,33.7,2,De_Bilt
2010-07-11 00:00:00,2010,260,4,29.6,2,De_Bilt
2011-07-12 22:00:00,2011,260,4,54.8,2,De_Bilt
2013-09-10 20:00:00,2013,260,4,31.2,2,De_Bilt
2014-07-11 03:00:00,2014,260,4,31.2,2,De_Bilt
2014-07-28 13:00:00,2014,260,4,40.9,2,De_Bilt
2016-06-23 03:00:00,2016,260,4,36.2,2,De_Bilt
2019-06-19 20:00:00,2019,260,4,34.5,2,De_Bilt
2020-08-16 21:00:00,2020,260,4,29.7,2,De_Bilt
2022-08-17 21:00:00,2022,260,4,32.8,2,De_Bilt
1952-07-04 03:00:00,1952,260,8,61.6,2,De_Bilt
1953-06-14 04:00:00,1953,260,8,46.5,2,De_Bilt
1960-10-12 06:00:00,1960,260,8,44.8,2,De_Bilt
1961-06-07 05:00:00,1961,260,8,51.4,2,De_Bilt
1965-06-17 04:00:00,1965,260,8,40.8,2,De_Bilt
1966-07-20 01:00:00,1966,260,8,48.1,2,De_Bilt
1973-05-21 23:00:00,1973,260,8,34.5,2,De_Bilt
1979-05-31 05:00:00,1979,260,8,36.5,2,De_Bilt
1992-08-14 04:00:00,1992,260,8,34.4,2,De_Bilt
1995-05-26 01:00:00,1995,260,8,36.4,2,De_Bilt
1998-06-06 22:00:00,1998,260,8,37.9,2,De_Bilt
2005-07-30 06:00:00,2005,260,8,41.1,2,De_Bilt
2008-09-12 19:00:00,2008,260,8,35.4,2,De_Bilt
2010-08-26 13:00:00,2010,260,8,38.9,2,De_Bilt
